Acad Group,Subject,Catalog,Course ID,Course Title,Course Description,Component,Equivalent Courses,Requirement Group Description,Typically Offer,Credits,Add Consent,Drop Consent,,,,,,,,,
CIAS,FNAS,601,115257,Fine Arts Studio: New Forms,"Graduate students in the Fine Arts Studio program may choose any combination of Fine Arts Studio: (Painting, Non-Toxic Printmaking, Sculpture or New Forms) classes to meet the 24 credit course requirements in their major. Any course may be repeated.     Fine Arts Studio: New Forms focuses on the diverse new forms of expression that have emerged in contemporary fine art, including installation, performance art, and artwork that includes video and digital components among many other possibilities. Students will research some of these new forms and produce artwork in at least one of these forms.",STU,,FNAS-MFA,FALL-SPRNG,3,,,,,,,,,,,
CIAS,FNAS,602,115260,Fine Arts Studio: Non-Toxic Printmaking,"Graduate students in the Fine Arts Studio program may choose any combination of Fine Arts Studio (Painting, Non-Toxic Printmaking, Sculpture or New Forms) to meet the 24 credit course requirements in their major. Any course may be repeated.  This course is designed to introduce advanced non-toxic printmaking technical concepts that may include non-toxic printmaking techniques such as Intaglio-Type, screen, relief, monoprint, digital transfer, halftone, photo and the art of the master printer. The focus will be on non-toxic intaglio printmaking research and how to creatively apply techniques that will result in sophisticated works of art.",STU,,FNAS-MFA,FALL-SPRNG,3,,,,,,,,,,,
CIAS,FNAS,603,115261,Fine Arts Studio: Painting,"Graduate students in the Fine Arts Studio program may choose any combination of Fine Arts Studio: (Painting, Non-toxic Printmaking, Sculpture or New Forms) classes to meet the 24 credit course requirements in their major. Any course may be repeated.   Fine Arts Studio: Painting students engage in a personal exploration of techniques in painting to advance their understanding and practice of visual art.  Individual approaches to painting from the representational through the abstract present a cross section of current art issues which students must address as they build their portfolio.",STU,,FNAS-MFA,FALL-SPRNG,3,,,,,,,,,,,
CIAS,FNAS,604,115262,Fine Arts Studio:  Sculpture,"Graduate students in the Fine Arts Studio program may choose any combination of Fine Arts Studio: (Painting, Non-Toxic Printmaking, Sculpture or New Forms) to meet the 24 credit course requirements in their major. Any course may be repeated.     Fine Arts Studio: Sculpture, This course allows students to explore concepts, materials, processes, and techniques to develop a personal, cohesive three-dimensional body of work.  Theories and history of sculpture will be discussed as relevant to individual directions.",STU,,FNAS-MFA,FALL-SPRNG,3,,,,,,,,,,,
CIAS,FNAS,606,113513,Business Practices for Fine Artists,"This course is devoted to business issues that artists must address including portfolio management, pricing and marketing strategies and public relations.  Financial planning and communication skills are highlighted as are networking skills for the advancement of an artist's work.",LEC,,FNAS-MFA,SPRING,3,,,,,,,,,,,
CIAS,FNAS,607,201047,Non-Toxic Printmaking I,"This is part one of a two-part Graduate Certificate in Non-Toxic Printmaking for highly motivated students who are able to sustain their work independently. This course is designed to introduce basic non-toxic printmaking technical concepts that may also include techniques such as Intaglio-Type, A.R.E., screen, relief, monoprint, digital transfer, halftone, photo and the art of the master printer. The focus will be on non-toxic intaglio printmaking research and how to creatively apply techniques that will result in works of art.",LEC,,NTIPRT-ACT,FALL,6,,,,,,,,,,,
CIAS,FNAS,608,201048,Non-Toxic Printmaking II,"This is part two of a Graduate Certificate in Non-Toxic Printmaking program for highly motivated students who are able to sustain their work independently. This course is designed to introduce advanced level non-toxic printmaking technical concepts that may also include one or more of the following techniques; Intaglio-Type, A.R.E., screen, relief, monoprint, digital transfer, halftone, polyester plate litho, photo and the art of the master printer. The focus will be on non-toxic intaglio printmaking research and how to creatively apply techniques that will result in more sophisticated works of art.",LEC,,NTIPRT-ACT,SPRING,6,,,,,,,,,,,
CIAS,FNAS,614,200196,Ideation and Series,"Creative flow, having an endless stream of ideas, alternatives, and choices for solutions, helps creative work evolve and reach more advanced levels.  In this course students develop appropriate skills and strategies to generate ideas and develop them effectively.",STU,,This course is restricted to CIAS Graduate students.,FALL,3,,,,,,,,,,,
CIAS,FNAS,631,200356,Non-Toxic Printmaking for Non-Majors,This course is designed to introduce non-toxic printmaking concepts and techniques.,STU,,This course is restricted to CIAS Graduate students.,FALL,3,,,,,,,,,,,
CIAS,FNAS,633,200375,Painting for Non-Majors,Students will be encouraged to experience and explore the properties of Oil Painting and establish strategies toward solving problems of composition related to successful form content.,LEL,,This course is restricted to CIAS Graduate students.,SPRING,3,,,,,,,,,,,
CIAS,FNAS,635,109959,Art Gallery Management,"The complex social and cultural roles of a fine arts gallery will be explored through supportive gallery operations: the installation of experimental and traditional exhibits, promotion and marketing for competitions, student initiatives and special events tailored to the RIT and larger Rochester community arts audiences. Metro site visitations and gallery research will be combined with arranged studio hours in a gallery laboratory setting.",LEC,,This course is restricted to CIAS Graduate students.,FALL-SPRNG,3,,,,,,,,,,,
